id,input_text,labels
kzp_train_052001,автономияға целиноград ерейментау қарағанды молодежный және көкшетау уәлиханов облыстарының бірқатар аудандарын қосу ұсынылды автономияның басшысы целиноград облысы краснознаменск аудандық партия комитетінің бірінші хатшысы ұлты неміс андрей браун/а,O O COMMA O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O PERIOD
kzp_train_019059,қарағанда осы дұрыс емес біз совет үкіметін орнатушы-лардың алғашқыларының,O O O PERIOD O O O O O
kzp_train_011645,финляндияда мемлекет басшысы сапарының қорытындысы бойынша $545 млн сомасына келісімге қол қойылды деп хабарлайды қазақпарат primeminister.kz сілтеме жасап қазанда қр президенті нұрсұлтан назарбаев финляндия республикасына ресми сапармен..,O O O O O O O O O O O COMMA O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_030989,ади есебіне қандай параметрлер енгізіледі,O O O O QUESTION
kzp_train_043698,==гүлдің құрылысы==гүлдің құрылысы күрделі болып келеді гүлдің сыртын жасыл түсті тостағанжапырақшалар мен түрлі-түсті күлтежапырақшалар қоршап тұрады,O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_045441,құрылымы жағынан рибосомалар үлкен және кіші суббөліктерден тұрады.рибосомалар цитоплазмада топтасып 5-70-тен орналасып полисомалар полирибосома түзеді рибонуклеопротеидтен құралған пен рнқ рибосомалар жасуша цитоплазмасында базофилді боялады олардың құрамында ферменттер де кездеседі,O O O O O O O O O O O COMMA O O PERIOD O O O O O O O O COMMA O O O O PERIOD
kzp_train_031999,финалдық ойында алаң иелері аргентина құрамасын 4:2 есебін жеңді,O O O O O O O O PERIOD
kzp_train_047481,оңтүстік балқаш құмында осы араға тән сексеуіл жорға торғайы шөл дала жапалағы тіршілік етеді,O O O O O O O O COMMA O O O O PERIOD
kzp_train_055999,әкесінен мұраға алған жерін батырақтар мен шаруаларға берді жылы никарагуа халқының америка импералистерінің езгісіне қарсы қарулы көтерілісіне қатысты,O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_049198,орбұлақ шайқасы қай жылы болды,O O O O QUESTION
kzp_train_002980,оның құбыжық түрі адамдарды шошытпай керісінше өзіне тарту үшін көп тер төгілді ол визиткасына өз суретін жапсырып қоятын болды,O O O O COMMA O O O O O O PERIOD O O O O O O PERIOD
kzp_train_029170,осы жылдарда барлау жұмыстарының көлемі ұлғайып түсті және қара металдар тау-кен хим шикізаттар көмір мен мұнай алтын және сирек металдар хром т.б,O O O O O COMMA O O O COMMA O PERIOD COMMA O O COMMA O O O COMMA COMMA PERIOD
kzp_train_035437,1992-ші жылы рио-де-жанейро қаласында өткен бұұ-ның қоршаған ортаны қорғау және дамыту жөніндегі конференциясында 22-ші наурыз дүниежүзілік су қорлары күні деп жарияланды,O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_051499,абайдың философиялық нақыл сөздері берілген шығармасы қандай,O O O O O O QUESTION
kzp_train_054684,ізгі жүректі үлкенге қамқор кішіге пана бола білген зере әже абай өміріне ақындығына игі әсерін тигізген #ұлжан құнанбайдың екінші әйелі абайдың анасы,O COMMA O COMMA O O O O O O O COMMA O O O PERIOD O O O COMMA O PERIOD
kzp_train_007829,жылғы мамырда павлодар қаласының құлагер ипподромында қалалық және аудандық жарыстардың жеңімпаздары мен жүлдегерлері арасында қазақ күресі бойынша павлодар барысы облыстық турнирінің қорытындысы өтті,O O O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_008279,сол кезде анам: әй балам сені таныс балаң шақ..,O O O O O O O O PERIOD
kzp_train_013897,үшінші кезеңде яғни қыркүйек айының аяғында ақтық сынға жолдама алғандардың қатысуымен гала-концерт ұйымдастырылады,O COMMA O O O O O O O O O O PERIOD
kzp_train_023452,атом энергиясы жөніндегі халықаралық агенттік магатэ сенбі күні теһранды өзін ядролық қаруға ие болғысы келеді деп айыптап өзінің ядролық нысандарына халықаралық тексерушілерді жіберуін талап етіп отырған ақш-тың тексеру жүргізуіне рұқсат беруге шақырды өз кезегінде иран алдыңғы қатарлы ядролық мемлекеттер өзінің ядролық бағдарламасын жүзеге асыруға көмек берген жағдайда ондай тексеруге қарсы еместігін мәлімдеуде,O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O PERIOD O O COMMA O O O O O O O O O O O COMMA O O O O PERIOD
kzp_train_011615,бүгін топқа қалай бөлінеміз деген сұрақтарды оқшылардың аузынан есту маған жақсы көңіл күй сыйлап жұмысыма деген сенімімді арттыра түсті,O O O QUESTION O O O O O O O O O COMMA O O O O PERIOD
kzp_train_052977,әкенің барлық мұрасы ғұрып бойынша үлкен ұлы ғұбайдоллаға өтуге тиіс еді,O O O O O O O O O O PERIOD
kzp_train_015127,бірақ олар әртүрлі мәдени ортада өмір сүрсе де қазақ халқының ортақ дәстүрлі мәдениеті мен құндылық көзқарастарын жақсы сақтады бұл олардағы ортақтық болып табылады,O O O O O O O COMMA O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_026741,таң қалдырарлық бір жағдай: анамыздың жұмыс орнындағы әріптесі оған сен ең әдемі әйелсің! деп валентинка сыйласа әкелеріміз намыстанбайтын да ренжімейтін де болған тіпті қызғанбайды да,O O O O O O O O O O O O O O O COMMA O O O O O PERIOD O O PERIOD
kzp_train_038817,келесі билеуші эршихуанди жылдай ғана билік құрды осыдан кейін цинь патшалығын құрған әулет толығымен жойылып кетті,O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_053678,туған жері бұрынғы торғай уезінің тосын болысы қазіргі қостанай облысының жангелдин ауданындағы ақкөл ауылы жж,O O O O O O O O O O O O O PERIOD PERIOD
kzp_train_018629,адамзат ғасырлар бойы жауабын таба алмай келе жатқан сұрақтардың бірі- махаббат сезімін күшейту жыныстық қанағаттануды арттыру жолдары жер бетіндегі адамдардың пайызы жұп құрап өмір сүреді алайда әрбір үшінші отау иелері ажырасып жатады,O O O O O O O O O O O O COMMA O O O PERIOD O O O O O O O COMMA O O O O O O PERIOD
kzp_train_055305,махаббат оқиғасында әрқашанда екі ғашықтың арасына түсетін жағымсыз кейіпкер шын аты әбдіжаппар,O O O O O O O O PERIOD O O PERIOD
kzp_train_028193,уридің даусы the exit және the end and the beginning өлеңдерінде жазылды.ури fall out boy тобының a little less sixteen candles a little more touch me what a catch donnie және headfirst slide into cooperstown on a bad bet бейнебаяндарында бой көрсетті сонымен қатар ол gym class heroes тобының clothes off бейнебаянына да түскен болатын,O O O O O O O O O O O O O O O O O O O O COMMA O O O O COMMA O O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O O O O O PERIOD
kzp_train_046711,павлодар алюминий з-ты қостанай мен ақмола облыстарында өндірілетін боксит кентастары негізінде жұмыс істейді “қазақмыс” “қазақмырыш” сияқты корпорациялар нарық талабына сай көп салалы түпкі өнім шығаратын кен металлургия кәсіпорындарын біріктіреді,O O O O O O O O O O O O PERIOD COMMA O O O O O O O COMMA O O O O O O PERIOD
kzp_train_013819,бұл iframe ajax қуат gravity нысандарын өңдеуге қажетті логика бар,O O O O O O O O O PERIOD
kzp_train_002885,аудандық ішкі істер бөлімінде облыс прокуроры қылмыстық процесті оңтайландыру жобасын іске асыру жауап алу үшін мөлдір кабинет құру барысын зерделеді бүгінгі таңда ауданда қылмыстық істердің сотқа күн мерзім ішінде жолдануда,O O O O O O O O O O O COMMA O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_000040,жылыой ауданының әкімі максим ізбасаров баяндағандай тапсырманың 11-і жүзеге асып 3-еуі орындалу барысында қалған 2-еуіне оңтайлы шешім таппағаның мәлімдеді,O O O O O O O O O COMMA O O COMMA O O O O O PERIOD
kzp_train_047705,"сондай ізденістердің арқасында бермағамбетов качалкасы берма,амбетов гидробуры секілді құрылғылар дүниеге келді бұл тапқырлық мыңдаған мемлекет қаржысын үнемдеп қана қоймай мұнай өндірісі үшін жабдық жасайтын зауыттардан келетін қондырғыларға деген сұранысты қанағаттандырып отыруға жол ашты",O O O O COMMA O O O O O PERIOD O O O O O O O COMMA O O O O O O O O O O O O O PERIOD
kzp_train_015423,өйткені темекі тұтатылғанда температура 600-ден градусқа дейін көтеріледі де жаңа улы заттар мен өнімдер түзіледі осылайша темекінің құрамындағы улы заттар саны мыңға дейін көбейеді,O O COMMA O O O O O COMMA O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_056031,"солтүстік корея ресми атауы корей халық демократиялық республикасы кхдр 조선 민주주의 인민 공화국 шығыс азиядағы корей түбегінде орналасқан мемлекет жер көлемі 121,2 мың км²",O O O O O O O COMMA COMMA O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_018821,ауыл шаруашылығында егіншілік көлемі күрт азайып кетті мал шаруашылығы терең күйзеліске ұшырады,O O O O O O PERIOD O O O O PERIOD
kzp_train_027800,раушанов е қарабауыр қасқалдақ // өлеңдер мен поэмалар алматы: жазушы,O PERIOD O O O O O O O COMMA
kzp_train_056525,конференцияда сонымен қатар қара теңіз бұғаздары халықаралық су жолдары танжер аймағы мәселелері қаралды шілдеде ақш ұлыбритания және қытай мемлекеттерінің басшылары жапонияның тізе бүгуі және оған қарсы әскери қимылдарды тоқтату жөнінде декларация қабылдады,O O O O O COMMA O O COMMA O O O PERIOD O COMMA O O O O O O O O O O O O O O O O PERIOD
kzp_train_009062,әкесінен дарыған қасиет болар әкемнің жасап беріп кеткен ең үлкен сыйлығы тобылғыдан жасаған тәспі айта берсек әкемнің бойында алланың берген қасиеті көп,O O O COMMA O O O O O O O O O PERIOD O COMMA O O O O O PERIOD
kzp_train_008854,түркістан облысы сарыағаш ауданындағы сарыағаш жер сый жшс-де грек жаңғағы плантациялардағы жүргізілетін күздік жұмыстар тақырыбындағы ғылми практикалық семинар өтті семинарды мақсаты жаңғақ өнімдерін жаңа түрлерін облысымызда өсіргу жағдай жасау баптау әдістерін халыққа түсіндіру,O COMMA O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O COMMA O O O PERIOD
kzp_train_043089,б бұлқышевтың шығармасы қандай,PERIOD O O QUESTION
kzp_train_003804,соңғы жылдары ипотекалық несиелендіруді қолайлы ете қоймаған кейіннен енгізілген кейбір нормалар қайта қарауды талап етіп отыр екен ұлттық банк бұл бойынша қажетті заңнамалық түзетулерін үкімет қарауына жолдамақ ниетте,O O O O O O O O O O O O O O O O PERIOD O O O O O O O O O O PERIOD
kzp_train_021567,сондай-ақ бұл турнирде ержан естанов пен расул мирзаев бразилиялық джиу-джитсу бойынша жекпе-жек өткізетін болады,O O O O O O O O O O O O O PERIOD
kzp_train_028636,сол заманда көзілдірікті қажеттілік үшін емес өздерінің мәртебесін көтеру мақсатында қолданған.жақыннан және алыстан көруге арналған көзілдіріктер хүі ғасырда пайда болған осы уақытта көзілдіріктің сыртқы көрінісі мен пішініне де өзгерістер енгізілді,O O O O O COMMA O O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_043684,соның нәтижесінде құрт бір орыннан екінші орынға қозғалады буылтық құрттардың жүйке жүйесі жұтқыншақ маңындағы бірімен-бірі жалғасқан екі жұп жүйке түйінінен және қатарласа созылған құрсақ жүйке тізбегінен тұрады,O O O O O O O PERIOD O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_040571,бауырымен жорғалаушылардың ішінде қосмекенділер мен бауырымен жорғалаушылардың аралық формасы ұзындығы см денесі кесірткеге басы бақаға ұқсаған балықпен қоректенетін бақакесірткелер тіршілік етті,O O O O O O O O O O COMMA O COMMA O O O O O O O PERIOD
kzp_train_042380,саудагерлер арасында шыңғыс ханның тыңшылары бар деп есептеген қайырхан керуенді тонап адамдарын қырып тастады шыңғыс хан қайырханды ұстап беруді талап етті бірақ хорезмшаһ бұл талапты орындамай келген елшілерді өлтірді,O O O O O O O O O O COMMA O O PERIOD O O O O O O COMMA O O O O COMMA O O PERIOD
kzp_train_026692,тіптен олай емес! егер сенбесеңіздер жақын жердегі валентинка сататын орынға барып көріңіз! ол жерде сіз жай қарапайым ғана деп санап жүрген мен сені сүйемін! деген ашық хаттарды ғана емес сексуалдық сипаты сыртына шығып тұрған ұяттан жұрдай ты мой я твоя! мой страстный! я помню первый поцелуй! зайчик мой! я не забуду наше первое свидание! сегодня наша первая ночь және т.б,O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O COMMA O O O O COMMA O O O COMMA O COMMA O COMMA O O O COMMA O COMMA O O O O O O O O O O O PERIOD
kzp_train_001791,былғары қазір түсінікті галлереясы француздық galanterie gallantry талғампаздық бұл сауда термині ол өнімнің тобын білдіреді ..,O O PERIOD O O O COMMA O O O COMMA O O O O PERIOD
kzp_train_004465,"жыл басынан бері мемлекеттік органдардың дерек қорындағы 2,7 млн азаматтың жұмыс статусы анықталмаған бүгінде мың адамның статусы нақтыланды",O O O O O O O O O O O O PERIOD O O O O PERIOD
kzp_train_029712,барлық жануарлардың жасушалардан тұратынын кім анықтады,O O O O O QUESTION
kzp_train_040908,докучаев ілімін дамытты география ландшафт ілімінің негізін салды қазақстан табиғатын зерттеуге үлкен үлес қосты,O O COMMA O O O O PERIOD O O O O O PERIOD
kzp_train_032183,бұлар талшықтары бар спора түзбейтін екі шеті жұмыр грам әдісімен бояғанда теріс боялатын қызыл түске бактерияларды бір туысқа біріктіріп оны алғашқы ашқан ғалымның құрметіне эшерихиа escherіcha деп атады і,O O COMMA O COMMA O O COMMA O O O O O O O O O O COMMA O O O O O O O O PERIOD PERIOD
kzp_train_055902,темір әулетінен шыққан әкесі омар шейх әмір темірге туажат анасы құтлұқ нигар ханым жүніс ханның үлкен қызы бабыр ферғананың әмірі болды,O O COMMA O O O O O COMMA O O O O O O O PERIOD O O O PERIOD
kzp_train_027456,ел сүйіктісіне айналған денис тен көлік ұрыларының қолынан қаза тапты спортшы көлігінің айнасын ұрламақ болғандар оны пышақтап өлтіріп кеткен,O O O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_009902,сабақ барысын қр қк құрлық әскерлерінің бас қолбасшысы генерал-лейтенант мұрат майкеев жеке өзі бақылауға алды ол қаработан полигонына барып арнайы мақсаттағы ротаның жеке құрамымен іс жүзіндегі атыстарға қатысты,O O O O O O O O O O O O O O PERIOD O O O COMMA O O O O O O O O PERIOD
kzp_train_015703,"ақмола облысының индустрияландыру картасына кәсiпкерлiктi қолдау картасы 12,3 мыңнан астам тұрақты жұмыс орындарын ашатын жалпы құны 782,5 млрд теңге жоба енгiзiлдi",O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_031304,джон уотсонды шерлок bbc сериясында кім ойнайды,O O O O O O QUESTION
kzp_train_053501,ол ыбырайға қамқорлықпен қарап оған өзінің бай кітапханасын еркін пайдалануына жағдай жасайды ыбырай григорьевтің кітапханасынан орыс жазушыларының шығармаларын орыс және дүние жүзі ағартушы-педагогтерінің еңбектерін ұлы адамдардың өмірі жайындағы кітаптарды алып бас алмай оқыған,O O O COMMA O O O O O O O PERIOD O O O O O COMMA O O O O O COMMA O O O O O COMMA O O PERIOD
kzp_train_037980,кобальт co элементінің атомдық массасы қандай,O O O O O QUESTION
kzp_train_027993,митикас м сколио м стефани м олимптың ең биік үш шыңы,O COMMA O COMMA O O O O O O PERIOD
kzp_train_004039,дөңгелек үстелде институт оқытушылары мен тыңдаушыларынан және қатысушылар тарапынан ғылыми-зерттеу тақырыбы бойынша ғылыми-практикалық жұмысты жалғастыруға мүмкіндік беретін көптеген оңтайлы ұсынымдар түсті,O O O O O O O O COMMA O O O O O O O O O O O PERIOD
kzp_train_009606,ойланып көрейікші өзіңізге кейде не үшін өмір сүріп жүрмін деген сұрақты жиі қоясыз ба көбінесе біз айналамыздағы адамдарды кінәләй бастаймыз ата-анамызға шағым жасап әрқашан негативті ойлар ойлап өтетін күндер болады,O COMMA O O O O O O O O O O O QUESTION COMMA O O O O COMMA O O COMMA O O O O O O PERIOD
kzp_train_035620,шөл м-лік таулы үстірттер мен көтеріңкі жазықтардан тұрады климаты тым континенттік қысы суық құрғақ жазы ыстық қуаң,O O O O O O O PERIOD O O COMMA O COMMA COMMA O COMMA PERIOD
kzp_train_018558,әлбетте ең басты сыйлық жаңа бесік болып шықты,COMMA O O O O O O PERIOD
kzp_train_021484,аптасына кем дегенде екі рет төсек ләззәтін алу қажет екен жыныстық қатынастың жоқтығынан әйелдердің жүйкесі тозып мінезі өзгереді тітіркенгіш болып кетеді екен,O O O O O O O O O PERIOD O O O O O COMMA O COMMA O O O PERIOD
kzp_train_016853,мемлекеттік базалық зейнетақы төлемінің мөлшері туралы ақпаратты алу,O O O O O O O PERIOD
kzp_train_000199,форум нәтижесі бойынша қабылданған құжатта конференция ауғанстан дамуына бөлінген халықаралық қаржының пайызын ауған үкіметіне бөлу туралы ұсынысты қолдады деп жазылған,O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_051880,кесененің оңтүстік-шығыс бөлігінде жерасты қабірханаға кіретін есік бар қабірхана сыланып боялған,O O O O O O O PERIOD O COMMA PERIOD
kzp_train_007267,халық пен билік арасын жалғаушы үкіметтік емес ұйымдар бұқара үнін биік мінберлерге жеткізе алып жүр ме 8-ші мәрте өткен келелі кеңесте қандай мәселе көтерілді,O O O O O O O O O O O O O O O QUESTION O O O O O O O QUESTION
kzp_train_031398,ал шамамен км-дей биіктіктен бастап бұл қабат күннің ультракүлгін сәулелерін жұтатындығынан температура баяу артып отырады.жер атмосферасының жоғарғы қабаттарында күн сәулелері күшті иондану туғызады атмосфераның ионданған қабаты ионосфера деп аталады,O O O O O O O O O O O O O O O O O O O O O O PERIOD O O O O O PERIOD
kzp_train_002742,олжаев а экономиканың құлдырауы жылы да жалғасады //,O PERIOD O O O O O O
kzp_train_056574,одақтастар армиясы француз партизандарының көмегімен герман әскерлерін франциядан ығыстырып шығарды,O O O O O O O O O PERIOD
kzp_train_035188,америкадағы азаматтық соғыста конфедераттармен кім шайқасты,O O O O O QUESTION
kzp_train_005360,"соль-илецк ауданының шекаралас аумағында мың гектар тексерілді қоныстанғаны 1,5 мың гектар өңдеуге жататын аумақ анықталған жоқ",O O O O O O COMMA O O O COMMA O O O O PERIOD
kzp_train_032030,абуджа abuja нигерияның астанасы халық саны адам лагостың солтүстік-шығысында шамамен км-ге жуық қашықтықта орналасқан қаланың құрылысы жылы сәулетші танге кензоның жетекшілігімен басталған астана орны оның орталықта орналасқандығына және климатының қолайлығына байланысты таңдалған,O O O COMMA O O O O COMMA O O O O O O O O O O O O PERIOD O O O O O O O O O PERIOD
kzp_train_005370,панфилов ауданы орталық аурухананың меңгерушісі а.муртазаева өз сөзінде еңбек күні мерекесін атап өтудің ерекшелігі туралы атап өтті сондай-ақ жаркент қаржы-экономикалық колледжінің мұғалімі славян этно-мәдени орталығының мүшесі а.макарова жаркент көпсалалы колледжінің курс студенті даулет ақжарқын сөз сөйлеп мерекеге жиналған аудан халқын құттықтады,O O O O O O O O O O O O O O O O PERIOD O O O O COMMA O O O O COMMA O O O O O O O O COMMA O O O O PERIOD
kzp_train_050403,көккесене орта ғасырлардан сақталған архитектуралық ескерткіш cырдария өзенінің жағасына қазіргі қызылорда облысы төменарық темір жол торабынан солтүстікке қарай сығанақтан оңтүстікке қарай км тұрғызылған сәулетті күмбез,O O O O O COMMA O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_033111,басты кейіпкерлердің бірі жартылай құдай мауиді америкалық киноактёр және рестлер дуэйн джонсон дыбыстады,O O O O O O O O O O O O PERIOD
kzp_train_042276,бұл хабарды естіген халық досан тәжиев пен иса тіленбаев алғи жалмамбетовтың бастауымен рукин отрядына қарсы көтерілді көтерісшілер рукин отрядымен наурызда инебуазқұмардан құдығы жанында кездесті,O O O O O O O O COMMA O O O O O O PERIOD O O O O O O O PERIOD
kzp_train_056592,энеолит лат aeneus мыс және грекше lithos тас тас және қола ғасырының аралығындағы археологиялық өтпелі кезең б,O PERIOD O O O O O O O O O O O O O O PERIOD
kzp_train_049725,ж петроградта қазан революциясының жеңуі жетісудағы большевиктер тобы күшейіп соңғы саяси қарсыластары жергілікті уақытша үкіметтің органдарын жоюға кірісті,PERIOD O O O O O O O COMMA O O O O O O O O PERIOD
kzp_train_036644,метилоранж метилді қызғылт сары гелиантин азобояғыш; n-(n-диметиламинофенилазо натрийдің бензолсульфонаты,O O O COMMA O O O O PERIOD
kzp_train_042634,тамақ ішіліп болған соң ауыл адамдарына жаңа түскен жас келінді таныстыру келіннің міндетін түсіндіру мақсатында ел жиылып “беташар” жыры айтылады беташар айтушы келіннің келген жеріндегі қайын ата қайын енеден бастап туыстарының үлкен-кішілерін жеке-жеке таныстырып келінге олардың әрқайсысына иіліп сәлем еткізеді,O O O COMMA O O O O O O COMMA O O O O O COMMA O O PERIOD O O O O O O COMMA O O O O O O COMMA O O O O O PERIOD
kzp_train_038879,том мен джерридің авторы кім болды,O O O O O QUESTION
kzp_train_005115,біздің топқа салынған салынбаған минустар өте көп сондықтан іздеген минустарыңызды үлгі бойынша тез таба аласыздар немесе сообщения ..,O O COMMA O O O COMMA O O O O O O O O O O PERIOD
kzp_train_036577,шөл м-лік таулы үстірттер мен көтеріңкі жазықтардан тұрады климаты тым континенттік қысы суық құрғақ жазы ыстық қуаң,O O O O O O O PERIOD O O COMMA O COMMA COMMA O COMMA PERIOD
kzp_train_037849,төрт бөлімнен тұрады: пираты карибского моря: проклятие чёрной жемчужины жылы шыққан; пираты карибского моря: сундук мертвеца жылы шығып әлемдік кино прокатта кассалық фильмдер ішіндегі аватар фильмінен кейін төртінші орында болған; пираты карибского моря: на краю света жылы шыққан; пираты карибского моря: на странных берегах жылы шыққан,O O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O O O O O O O O O O O O O O PERIOD
kzp_train_021667,"теңіз шекарашылары каспий теңізінде төрт ресейлікті ұстады,-деп хабарлайды..",O O O O O O O PERIOD
kzp_train_040610,қазақстанда қоқиқазды қорғау мақсатында қорғалжын қорығы ұйымдастырылған қоқиқаз ақш-тың ұлыбританияның швейцарияның германияның зоология бақтарында қолда өсіріліп көбеюде,O O O O O O PERIOD O COMMA COMMA COMMA O O O O O PERIOD
kzp_train_023992,voyage онлайн ойын оның қоршаған ортаға және өтінімдері үшін қызықты; мұнда әдеттегі көші-қон мобов сонымен қатар сондай-ақ былайша айтқанда капиталымен монстров төрт босс бірін кездестіруге болады қорқынышты аң қар banshee dragon teratomas оларды қоңырау шалыңыз,O O O O O O O O O O O O O O O COMMA COMMA O O O O O O O O PERIOD O COMMA O COMMA O O O O PERIOD
kzp_train_054226,ыбырай қазақ қыздарын оқыту ісіне ерекше көңіл бөледі бұған ескішіл әдет-салттарға қарсы күрестің бір жолы есебінде қарайды,O O O O O O O PERIOD O O O O O O O O PERIOD
kzp_train_000780,метафора және metonymy талдау осы көзқарас зерттелді бірге және өйткені емес оқшаулау бірақ жарнама тұрғысынан қарастырылады жарнамалық тұрғыда шарттары сөздерді семантикалық зерттеулер толы,O O O O O O O O O O COMMA COMMA O O O O O O O O O O PERIOD
kzp_train_044368,өрмекші тәрізділерге нелер жатады,O O O QUESTION
kzp_train_005564,отыруы тиіс өйтпеген жағдайда сөздік қоры жұтаң адамның қоғамдық өмірге,O PERIOD O O O O O O O O
kzp_train_003073,алматы қаласында тау туризмін дамыту үшін жоспар жасалды бұл туралы мегаполисте туризмді дамытудың қадамы бағдарламасын жүзеге асыру бойынша өткен жиында айтылды,O O O O O O O PERIOD O O O O O O O O O O O O PERIOD
kzp_train_036496,қырғи қабақ соғыс кезінде екі держава қандай болды,O O O O O O O QUESTION
kzp_train_054433,повесть туралы “ұлы әңгімеден өресі қысқа өрісі тарлау түрі ұзақ әңгіме деп аталады” дейді байтұрсынов осы негізде м.дулатовтың “бақытсыз жамалын” романға емес ұзақ әңгімеге сондай-ақ м.әуезовтің “оқыған азамат” әңгімесін повесть үлгісіне жақын келеді деп қорытады,O O O O O COMMA O O O O O O O PERIOD O O O O O O O COMMA O COMMA O O O O O O O O O O PERIOD
kzp_train_055060,бұл ресей патшалығының қазақ жерін отарлау саясатының барлық салада бел алған кезі дулат осыны жыр өзегі етсе кертартпа феодалдық-хандық дәуірді жоқтағаны емес тәуелсіздікті еркіндікті аңсағаны еді,O O O O O O O O O O O PERIOD O O O O COMMA O O O O COMMA COMMA O O PERIOD
kzp_train_045469,ұлпа сұйықтығынан қылтамырларға өтеді ұлпа сұйықтығы қылтамырлардың қабырғаларынан өтіп жасушаларға қажетті заттарды жеткізеді,O O O PERIOD O O O O COMMA O O O PERIOD
kzp_train_038946,түркия туы türk bayrağı түрік байрағы түркия республикасының мемлекеттік және ресми туы қызыл матада ақ жарты ай мен жұлдыз бейнеленген ту алғаш рет жылы әбділмәжит тұсындағы танзимат дәуірінде қабылданып жылғы мамырда түрік туы туралы №2994 заңына сәйкес түркия республикасының мемлекеттік туы боп қолданыла бастады,O O O COMMA O O O O O O O PERIOD O O O O O O O O O O O O O O O O COMMA O O O O O O O O O O O O O O PERIOD
kzp_train_044586,қандай құрт ценуроз ауруын тудырады,O O O O QUESTION
kzp_train_005637,екі достың түр-пішінін жазушы қалай сипаттайды біреуі ауру әлсіз;,O O O O O QUESTION O COMMA O
kzp_train_034927,"жылдың наурыз айындағы мәлімет бойынша facebook-ты пайдаланушылар саны 1,11 миллиардты құрайды олардың көбісі мобильді құрылғыдардың көмегімен кіреді facebook-тың жылғы қаржы айналымы млн ақш доллларын құрады",O O O O O O O O O O COMMA O O O O O PERIOD O O O O O O O PERIOD
kzp_train_047175,мұхит суының басты қасиеттері қандай,O O O O QUESTION
kzp_train_037671,жер туралы ғылымның негізгі бағыттары қандай,O O O O O QUESTION
kzp_train_053736,ғасырдың жартысында болған кенесары қасымов бастаған қазақ халқының патша өкіметіне қарсы ірі көтерілісі кездерінде бегімбетте екі мыңнан аса үй бар екен олар қазақ халқының көп заманғы тарихының бесігі саналған ұлытаудың төңірегін қараторғай сарыторғай өзендерінің сағасын мекендеді,O O O O O O O O O O O O O O O O O O O O PERIOD COMMA O O O O O O O O COMMA COMMA O O O PERIOD
kzp_train_053891,"ертегілер мен сықақ-мысалдарда қасқыр түлкі қоян,тағы басқа жануарлар адам кейпінде суреттеледі жазба әдебиетте кейіптеудің жаңа үлгілері мол ұшырасады",O O O COMMA COMMA O O O O O PERIOD O O O O O O PERIOD
kzp_train_022206,деген сөзді ертегідегі кейіпкерлердің дауысына салып айт қай кейіпкер бірінші келді,O O O O O O PERIOD O O O QUESTION
kzp_train_029775,норбек робинсонның жобасына қызығып көмек көрсете бастады енді робинсонға мүсіншіні табу ғана қалды,O O O COMMA O O PERIOD O O O O O PERIOD
kzp_train_045142,r мен r”— моносахаридтер қалдықтары оттек көпіршесі арқылы жалғасқан дисахаридтерге: сахароза лактоза мальтоза т.б,O O O O O O O O PERIOD O COMMA COMMA COMMA PERIOD
kzp_train_034278,бағ. си жүйесінде паскальмен па ал метеорол ғылымында гектопаскальмен гпа немесе миллибармен мб өлшенеді,COMMA O O O COMMA O PERIOD O O O O O O PERIOD
kzp_train_051137,ii ғасырда олар қазіргі батыс қазақстан жеріне еніп қара теңіздің солтүстік аймақтарына дейін жеткен сарматтар жайық тобыл өзендерінің солтүстік сағаларынан жем өзені мен солтүстік каспий маңы құмдарына дейін мұғалжар тауынан дон өзеніне дейінгі орасан зор аумақты мекендеді,O O O O O O O COMMA O O O O O PERIOD O COMMA O O O O O O O O O O O COMMA O O O O O O O O PERIOD
kzp_train_038944,тау аралық ойыстар мен жағалық бөлігін ойпатты өңірлер алған жер сілкіністері жиі болып тұрады,O O O O O O O O PERIOD O O O O PERIOD
kzp_train_002095,#1 каерлиева назгуль ка 23:17 конференция қорытындысы бойынша сертификат беріледі ме жинақ шығады ма,O O O O O O O O O O QUESTION O O QUESTION
